model_mode,baseline_mode,employer_group,eta,theta,sigma,alpha,rho,kappa,n_wage_groups,n_employer_groups,n,n_control,n_treated,amenity_converged,amenity_iterations,amenity_gap,group_mass_gap,total_mass_gap,beta_labor_wdiff_post,beta_labor_wdiff_post_se,beta_labor_bigMA,beta_labor_bigMA_se,beta_labor_bigMA_wdiff,beta_labor_bigMA_wdiff_se,treated_wdiff_slope
static_group_transition,inverted_amenities,ind_x_wage_group,0.9,10.0,0.25,0.8,0.0,0.0,10,125,3450,1203,2247,false,500,0.00113843479031462,1.3877787807814457e-17,1.1102230246251565e-16,-0.392386513756776,0.23458360476322926,-1.8358535442913002,0.14265709484232575,0.8264544685757407,0.28643734037619417,0.43406795481896465
static_group_transition,inverted_amenities,ind_x_wage_group,0.9,10.0,0.25,0.8,0.25,0.0,10,125,3450,1203,2247,false,500,0.00113843479031462,1.3877787807814457e-17,1.1102230246251565e-16,1.241372801602512,0.23578147853802556,-1.7435533707305118,0.14338555663262317,0.6157981587840052,0.28789999919459436,1.8571709603865174
static_group_transition,inverted_amenities,ind_x_wage_group,0.9,10.0,0.25,0.8,0.5,0.0,10,125,3450,1203,2247,false,500,0.00113843479031462,1.3877787807814457e-17,1.1102230246251565e-16,1.3521578539713546,0.23288661480329906,-1.6108749898306567,0.14162510602151884,0.66769498918458,0.2843652378042428,2.0198528431559346
static_group_transition,inverted_amenities,ind_x_wage_group,0.9,10.0,0.25,0.8,1.0,0.0,10,125,3450,1203,2247,false,500,0.00113843479031462,1.3877787807814457e-17,1.1102230246251565e-16,1.2346419632062284,0.23549631889680972,-1.5658452711743975,0.1432121427829077,0.775965517458329,0.2875518061940863,2.0106074806645573
static_group_transition,inverted_amenities,ind_x_wage_group,0.9,10.0,0.25,0.8,2.0,0.0,10,125,3450,1203,2247,false,500,0.00113843479031462,1.3877787807814457e-17,1.1102230246251565e-16,1.07818279672662,0.23967093201201745,-1.4916986361610098,0.14575084611516867,0.9459827140641353,0.2926492002725284,2.0241655107907555
static_group_transition,inverted_amenities,ind_x_wage_group,0.9,10.0,0.25,0.8,3.0,0.0,10,125,3450,1203,2247,false,500,0.00113843479031462,1.3877787807814457e-17,1.1102230246251565e-16,1.0769815039135426,0.24477362553324428,-1.3985232786768442,0.14885394206402539,0.9660813587471718,0.2988798230922701,2.0430628626607144
static_group_transition,inverted_amenities,ind_x_wage_group,0.9,10.0,0.25,0.8,5.0,0.0,10,125,3450,1203,2247,false,500,0.00113843479031462,1.3877787807814457e-17,1.1102230246251565e-16,1.2145418788517475,0.2568300381872935,-1.2160566336126442,0.15618579633057944,0.9409271802332253,0.3136012558990912,2.1554690590849725
static_group_transition,inverted_amenities,ind_x_wage_group,0.9,10.0,0.25,0.8,0.0,1.0,10,125,3450,1203,2247,false,500,0.00113843479031462,1.3877787807814457e-17,1.1102230246251565e-16,-0.3523164558077624,0.2177002742034187,-1.2422398804401453,0.1323898517783605,0.7205775550367264,0.2658220194243085,0.368261099228964
static_group_transition,inverted_amenities,ind_x_wage_group,0.9,10.0,0.25,0.8,0.25,1.0,10,125,3450,1203,2247,false,500,0.00113843479031462,1.3877787807814457e-17,1.1102230246251565e-16,1.3548736643876131,0.22516523961781723,-1.2091337801468671,0.1369295137900829,0.6264466124484277,0.2749370845690307,1.981320276836041
static_group_transition,inverted_amenities,ind_x_wage_group,0.9,10.0,0.25,0.8,0.5,1.0,10,125,3450,1203,2247,false,500,0.00113843479031462,1.3877787807814457e-17,1.1102230246251565e-16,1.822065499167057,0.22701477248012922,-1.1819866927393852,0.13805426837478266,0.6363428267072667,0.2771954490210295,2.458408325874324
static_group_transition,inverted_amenities,ind_x_wage_group,0.9,10.0,0.25,0.8,1.0,1.0,10,125,3450,1203,2247,false,500,0.00113843479031462,1.3877787807814457e-17,1.1102230246251565e-16,2.299115829344653,0.23867670511841782,-1.3256540993107382,0.14514622790070228,0.7134885837735767,0.2914352036361454,3.01260441311823
static_group_transition,inverted_amenities,ind_x_wage_group,0.9,10.0,0.25,0.8,2.0,1.0,10,125,3450,1203,2247,false,500,0.00113843479031462,1.3877787807814457e-17,1.1102230246251565e-16,2.8274438905520802,0.26687611514629295,-1.363779104534034,0.16229510714528786,0.7765458151249628,0.3258679766200672,3.603989705677043
static_group_transition,inverted_amenities,ind_x_wage_group,0.9,10.0,0.25,0.8,3.0,1.0,10,125,3450,1203,2247,false,500,0.00113843479031462,1.3877787807814457e-17,1.1102230246251565e-16,2.747415988074614,0.2752059426249625,-1.2687744104281256,0.16736071686615547,0.8841139292830649,0.33603907801136385,3.6315299173576787
static_group_transition,inverted_amenities,ind_x_wage_group,0.9,10.0,0.25,0.8,5.0,1.0,10,125,3450,1203,2247,false,500,0.00113843479031462,1.3877787807814457e-17,1.1102230246251565e-16,2.697721133539666,0.2880338223146468,-0.9146768404080892,0.17516172261574436,0.9401849298506668,0.35170250745131815,3.637906063390333
